"occurrenceId","verbatimScientificName","scientificName","key","matchType","confidence","status","rank","kingdom","phylum","class","order","family","genus","species","canonicalName","authorship","usageKey","acceptedUsageKey"
NA,"Accipiter brevipes","Accipiter brevipes (Severtzov, 1850)",2480578,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter brevipes","Accipiter brevipes","(Severtzov, 1850) ",2480578,2480578
NA,"Accipiter gentilis arrigonii","Accipiter gentilis arrigonii (O.Kleinschmidt, 1903)",4408405,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter gentilis","Accipiter gentilis arrigonii","(O.Kleinschmidt, 1903) ",4408405,4408405
NA,"Accipiter nisus granti","Accipiter nisus granti Sharpe, 1890",4408410,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter nisus","Accipiter nisus granti","Sharpe, 1890",4408410,4408410
NA,"Acrocephalus melanopogon","Acrocephalus melanopogon (Temminck, 1823)",2493124,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Acrocephalus melanopogon","Acrocephalus melanopogon","(Temminck, 1823) ",2493124,2493124
NA,"Acrocephalus paludicola","Acrocephalus paludicola (Vieillot, 1817)",2493114,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Acrocephalidae","Acrocephalus","Acrocephalus paludicola","Acrocephalus paludicola","(Vieillot, 1817) ",2493114,2493114
NA,"Aegolius funereus","Aegolius funereus (Linnaeus, 1758)",5739298,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Strigiformes","Strigidae","Aegolius","Aegolius funereus","Aegolius funereus","(Linnaeus, 1758) ",5739298,5739298
NA,"Aegypius monachus","Aegypius monachus (Linnaeus, 1766)",5229165,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aegypius","Aegypius monachus","Aegypius monachus","(Linnaeus, 1766) ",5229165,5229165
NA,"Alcedo atthis","Alcedo atthis (Linnaeus, 1758)",2475532,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Alcedo","Alcedo atthis","Alcedo atthis","(Linnaeus, 1758) ",2475532,2475532
NA,"Alectoris barbara","Alectoris barbara (Bonnaterre, 1790)",2474045,"EXACT",98,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Alectoris","Alectoris barbara","Alectoris barbara","(Bonnaterre, 1790) ",2474045,2474045
NA,"Alectoris graeca","Alectoris graeca (Meisner, 1804)",2474055,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Alectoris","Alectoris graeca","Alectoris graeca","(Meisner, 1804) ",2474055,2474055
NA,"Anser albifrons flavirostris","Anser albifrons flavirostris Dalgety & P.Scott, 1948",6178325,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Anser albifrons","Anser albifrons flavirostris","Dalgety & P.Scott, 1948",6178325,6178325
NA,"Anser erythropus","Anser erythropus (Linnaeus, 1758)",2498026,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anser","Anser erythropus","Anser erythropus","(Linnaeus, 1758) ",2498026,2498026
NA,"Anthus campestris","Anthus campestris (Linnaeus, 1758)",2490274,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Motacillidae","Anthus","Anthus campestris","Anthus campestris","(Linnaeus, 1758) ",2490274,2490274
NA,"Apus caffer","Apus caffer (M.H.K.Lichtenstein, 1823)",5228644,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Apodiformes","Apodidae","Apus","Apus caffer","Apus caffer","(M.H.K.Lichtenstein, 1823) ",5228644,5228644
NA,"Aquila adalberti","Aquila adalberti C.L.Brehm, 1861",2480510,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Aquila adalberti","Aquila adalberti","C.L.Brehm, 1861",2480510,2480510
NA,"Aquila chrysaetos","Aquila chrysaetos (Linnaeus, 1758)",2480506,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Aquila chrysaetos","Aquila chrysaetos","(Linnaeus, 1758) ",2480506,2480506
NA,"Aquila clanga","Aquila clanga Pallas, 1811",2480509,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Aquila clanga","Aquila clanga","Pallas, 1811",2480509,2480509
NA,"Aquila heliaca","Aquila heliaca Savigny, 1809",2480500,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Aquila heliaca","Aquila heliaca","Savigny, 1809",2480500,2480500
NA,"Aquila pomarina","Aquila pomarina C.L.Brehm, 1831",2480505,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Aquila","Aquila pomarina","Aquila pomarina","C.L.Brehm, 1831",2480505,2480505
NA,"Ardea purpurea","Ardea purpurea Linnaeus, 1766",2480934,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea purpurea","Ardea purpurea","Linnaeus, 1766",2480934,2480934
NA,"Ardeola ralloides","Ardeola ralloides (Scopoli, 1769)",2480906,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardeola","Ardeola ralloides","Ardeola ralloides","(Scopoli, 1769) ",2480906,2480906
NA,"Asio flammeus","Asio flammeus (Pontoppidan, 1763)",2497295,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Strigiformes","Strigidae","Asio","Asio flammeus","Asio flammeus","(Pontoppidan, 1763) ",2497295,2497295
NA,"Aythya nyroca","Aythya nyroca (Güldenstädt, 1770)",2498259,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Aythya","Aythya nyroca","Aythya nyroca","(Güldenstädt, 1770) ",2498259,2498259
NA,"Bonasa bonasia","Bonasa bonasia (Linnaeus, 1758)",2473671,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Galliformes","Phasianidae","Tetrastes","Tetrastes bonasia","Bonasa bonasia","(Linnaeus, 1758) ",2473671,2473663
NA,"Botaurus stellaris","Botaurus stellaris (Linnaeus, 1758)",2480910,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Botaurus","Botaurus stellaris","Botaurus stellaris","(Linnaeus, 1758) ",2480910,2480910
NA,"Branta leucopsis","Branta leucopsis (Bechstein, 1803)",5232464,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta leucopsis","Branta leucopsis","(Bechstein, 1803) ",5232464,5232464
NA,"Branta ruficollis","Branta ruficollis (Pallas, 1769)",5232451,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Branta","Branta ruficollis","Branta ruficollis","(Pallas, 1769) ",5232451,5232451
NA,"Bubo bubo","Bubo bubo (Linnaeus, 1758)",5959092,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Strigiformes","Strigidae","Bubo","Bubo bubo","Bubo bubo","(Linnaeus, 1758) ",5959092,5959092
NA,"Bucanetes githagineus","Bucanetes githagineus (M.H.K.Lichtenstein, 1823)",2494394,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Bucanetes","Bucanetes githagineus","Bucanetes githagineus","(M.H.K.Lichtenstein, 1823) ",2494394,2494394
NA,"Bulweria bulwerii","Bulweria bulwerii (Jardine & Selby, 1828)",2481606,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Bulweria","Bulweria bulwerii","Bulweria bulwerii","(Jardine & Selby, 1828) ",2481606,2481606
NA,"Burhinus oedicnemus","Burhinus oedicnemus (Linnaeus, 1758)",2482100,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Burhinidae","Burhinus","Burhinus oedicnemus","Burhinus oedicnemus","(Linnaeus, 1758) ",2482100,2482100
NA,"Buteo rufinus","Buteo rufinus (Cretzschmar, 1829)",2480564,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo rufinus","Buteo rufinus","(Cretzschmar, 1829) ",2480564,2480564
NA,"Calandrella brachydactyla","Calandrella brachydactyla (Leisler, 1814)",2490681,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Calandrella","Calandrella brachydactyla","Calandrella brachydactyla","(Leisler, 1814) ",2490681,2490681
NA,"Calidris alpina schinzii","Calidris alpina schinzii (C.L.Brehm & Schilling, 1822)",6177960,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alpina","Calidris alpina schinzii","(C.L.Brehm & Schilling, 1822) ",6177960,6177960
NA,"Calonectris diomedea","Calonectris diomedea (Scopoli, 1769)",2481521,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Calonectris","Calonectris diomedea","Calonectris diomedea","(Scopoli, 1769) ",2481521,2481521
NA,"Caprimulgus europaeus","Caprimulgus europaeus Linnaeus, 1758",8109681,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus","Caprimulgus europaeus","Caprimulgus europaeus","Linnaeus, 1758",8109681,8109681
NA,"Certhia brachydactyla dorotheae","Certhia brachydactyla dorotheae Hartert, 1904",4408795,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Passeriformes","Certhiidae","Certhia","Certhia brachydactyla","Certhia brachydactyla dorotheae","Hartert, 1904",4408795,4408795
NA,"Charadrius alexandrinus","Charadrius alexandrinus Linnaeus, 1758",2480311,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius alexandrinus","Charadrius alexandrinus","Linnaeus, 1758",2480311,2480311
NA,"Charadrius morinellus (Eudromias morinellus)","Charadrius morinellus morinellus",10908447,"EXACT",97,"SYNONYM","SUBSPECIES","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius morinellus","Charadrius morinellus morinellus","Aou",10908447,2480281
NA,"Chersophilus duponti","Chersophilus duponti (Vieillot, 1824)",2490674,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Chersophilus","Chersophilus duponti","Chersophilus duponti","(Vieillot, 1824) ",2490674,2490674
NA,"Chlamydotis undulata","Chlamydotis undulata (Jacquin, 1784)",2474864,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Otidiformes","Otididae","Chlamydotis","Chlamydotis undulata","Chlamydotis undulata","(Jacquin, 1784) ",2474864,2474864
NA,"Chlidonias hybridus","Chlidonias hybrida (Pallas, 1811)",2481121,"FUZZY",96,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chlidonias","Chlidonias hybrida","Chlidonias hybrida","(Pallas, 1811) ",2481121,2481121
NA,"Chlidonias niger","Chlidonias niger (Linnaeus, 1758)",2481119,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chlidonias","Chlidonias niger","Chlidonias niger","(Linnaeus, 1758) ",2481119,2481119
NA,"Ciconia ciconia","Ciconia ciconia (Linnaeus, 1758)",2481912,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","Ciconia","Ciconia ciconia","Ciconia ciconia","(Linnaeus, 1758) ",2481912,2481912
NA,"Ciconia nigra","Ciconia nigra (Linnaeus, 1758)",2481909,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Ciconiiformes","Ciconiidae","Ciconia","Ciconia nigra","Ciconia nigra","(Linnaeus, 1758) ",2481909,2481909
NA,"Circaetus gallicus","Circaetus gallicus (Gmelin, 1788)",2480666,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circaetus","Circaetus gallicus","Circaetus gallicus","(Gmelin, 1788) ",2480666,2480666
NA,"Circus aeruginosus","Circus aeruginosus (Linnaeus, 1758)",2480482,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus aeruginosus","Circus aeruginosus","(Linnaeus, 1758) ",2480482,2480482
NA,"Circus cyaneus","Circus cyaneus (Linnaeus, 1766)",2480487,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus cyaneus","Circus cyaneus","(Linnaeus, 1766) ",2480487,2480487
NA,"Circus macrourus","Circus macrourus (S.G.Gmelin, 1770)",2480491,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus macrourus","Circus macrourus","(S.G.Gmelin, 1770) ",2480491,2480491
NA,"Circus pygargus","Circus pygargus (Linnaeus, 1758)",2480495,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Circus","Circus pygargus","Circus pygargus","(Linnaeus, 1758) ",2480495,2480495
NA,"Columba bollii","Columba bollii Godman, 1872",2495427,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba bollii","Columba bollii","Godman, 1872",2495427,2495427
NA,"Columba junoniae","Columba junoniae Hartert, 1916",2495434,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba junoniae","Columba junoniae","Hartert, 1916",2495434,2495434
NA,"Columba palumbus azorica","Columba palumbus azorica Hartert, 1905",2495459,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba palumbus","Columba palumbus azorica","Hartert, 1905",2495459,2495459
NA,"Columba trocaz","Columba trocaz Heineken, 1829",2495406,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba trocaz","Columba trocaz","Heineken, 1829",2495406,2495406
NA,"Coracias garrulus","Coracias garrulus Linnaeus, 1758",2475365,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Coraciiformes","Coraciidae","Coracias","Coracias garrulus","Coracias garrulus","Linnaeus, 1758",2475365,2475365
NA,"Crex crex","Crex crex (Linnaeus, 1758)",4408498,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gruiformes","Rallidae","Crex","Crex crex","Crex crex","(Linnaeus, 1758) ",4408498,4408498
NA,"Cursorius cursor","Cursorius cursor (Latham, 1787)",2480740,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Glareolidae","Cursorius","Cursorius cursor","Cursorius cursor","(Latham, 1787) ",2480740,2480740
NA,"Cygnus bewickii (Cygnus columbianus bewickii)","Cygnus bewickii Yarrell, 1830",4409105,"HIGHERRANK",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Cygnus columbianus","Cygnus bewickii","Yarrell, 1830",4409105,2498338
NA,"Cygnus cygnus","Cygnus cygnus (Linnaeus, 1758)",2498347,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Anseriformes","Anatidae","Cygnus","Cygnus cygnus","Cygnus cygnus","(Linnaeus, 1758) ",2498347,2498347
NA,"Dendrocopos leucotos","Dendrocopos leucotos (Bechstein, 1802)",2477927,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","Dendrocopos leucotos","Dendrocopos leucotos","(Bechstein, 1802) ",2477927,2477927
NA,"Dendrocopos major canariensis","Dendrocopos major canariensis (A.F.Koenig, 1889)",6177296,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","Dendrocopos major","Dendrocopos major canariensis","(A.F.Koenig, 1889) ",6177296,6177296
NA,"Dendrocopos major thanneri","Dendrocopos major thanneri le Roi, 1911",6177279,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","Dendrocopos major","Dendrocopos major thanneri","le Roi, 1911",6177279,6177279
NA,"Dendrocopos medius","Dendrocopos medius (Linnaeus, 1758)",2478026,"EXACT",98,"SYNONYM","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocoptes","Dendrocoptes medius","Dendrocopos medius","(Linnaeus, 1758) ",2478026,8773033
NA,"Dendrocopos syriacus","Dendrocopos syriacus (Hemprich & Ehrenberg, 1833)",2478031,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dendrocopos","Dendrocopos syriacus","Dendrocopos syriacus","(Hemprich & Ehrenberg, 1833) ",2478031,2478031
NA,"Dryocopus martius","Dryocopus martius (Linnaeus, 1758)",2477872,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Piciformes","Picidae","Dryocopus","Dryocopus martius","Dryocopus martius","(Linnaeus, 1758) ",2477872,2477872
NA,"Egretta alba (Ardea alba)","Egretta alba alba",7516119,"EXACT",98,"SYNONYM","SUBSPECIES","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba","Egretta alba alba","",7516119,7190969
NA,"Egretta garzetta","Egretta garzetta (Linnaeus, 1766)",2480876,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Pelecaniformes","Ardeidae","Egretta","Egretta garzetta","Egretta garzetta","(Linnaeus, 1766) ",2480876,2480876
NA,"Elanus caeruleus","Elanus caeruleus (Desfontaines, 1789)",2480372,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus caeruleus","Elanus caeruleus","(Desfontaines, 1789) ",2480372,2480372
NA,"Emberiza caesia","Emberiza caesia Cretzschmar, 1827",2491490,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Emberiza","Emberiza caesia","Emberiza caesia","Cretzschmar, 1827",2491490,2491490
NA,"Emberiza cineracea","Emberiza cineracea C.L.Brehm, 1855",2491469,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Emberiza","Emberiza cineracea","Emberiza cineracea","C.L.Brehm, 1855",2491469,2491469
NA,"Emberiza hortulana","Emberiza hortulana Linnaeus, 1758",2491482,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Emberizidae","Emberiza","Emberiza hortulana","Emberiza hortulana","Linnaeus, 1758",2491482,2491482
NA,"Falco biarmicus","Falco biarmicus Temminck, 1825",8014966,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco biarmicus","Falco biarmicus","Temminck, 1825",8014966,8014966
NA,"Falco cherrug","Falco cherrug J.E.Gray, 1834",2481034,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco cherrug","Falco cherrug","J.E.Gray, 1834",2481034,2481034
NA,"Falco columbarius","Falco columbarius Linnaeus, 1758",9813242,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco columbarius","Falco columbarius","Linnaeus, 1758",9813242,9813242
NA,"Falco eleonorae","Falco eleonorae Géné, 1839",2481037,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco eleonorae","Falco eleonorae","Géné, 1839",2481037,2481037
NA,"Falco naumanni","Falco naumanni J.G.Fleischer, 1818",9584698,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco naumanni","Falco naumanni","J.G.Fleischer, 1818",9584698,9584698
NA,"Falco peregrinus","Falco peregrinus Tunstall, 1771",2481047,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus","Falco peregrinus","Tunstall, 1771",2481047,2481047
NA,"Falco rusticolus","Falco rusticolus Linnaeus, 1758",8069880,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco rusticolus","Falco rusticolus","Linnaeus, 1758",8069880,8069880
NA,"Falco vespertinus","Falco vespertinus Linnaeus, 1766",2481062,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Falconiformes","Falconidae","Falco","Falco vespertinus","Falco vespertinus","Linnaeus, 1766",2481062,2481062
NA,"Ficedula albicollis","Ficedula albicollis (Temminck, 1815)",2492601,"EXACT",98,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula albicollis","Ficedula albicollis","(Temminck, 1815) ",2492601,2492601
NA,"Ficedula parva","Ficedula parva (Bechstein, 1792)",2492605,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula parva","Ficedula parva","(Bechstein, 1792) ",2492605,2492605
NA,"Ficedula semitorquata","Ficedula semitorquata (Homeyer, 1885)",2492608,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Muscicapidae","Ficedula","Ficedula semitorquata","Ficedula semitorquata","(Homeyer, 1885) ",2492608,2492608
NA,"Fringilla coelebs ombriosa","Fringilla coelebs ombriosa Hartert, 1913",6175538,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Fringilla coelebs","Fringilla coelebs ombriosa","Hartert, 1913",6175538,6175538
NA,"Fringilla teydea","Fringilla teydea Webb, Berthelot & Moquin-Tandon, 1836",2494442,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Fringilla","Fringilla teydea","Fringilla teydea","Webb, Berthelot & Moquin-Tandon, 1836",2494442,2494442
NA,"Fulica cristata","Fulica cristata Gmelin, 1789",2474381,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica cristata","Fulica cristata","Gmelin, 1789",2474381,2474381
NA,"Galerida theklae","Galerida theklae A.E.Brehm, 1857",9330514,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Passeriformes","Alaudidae","Galerida","Galerida theklae","Galerida theklae","A.E.Brehm, 1857",9330514,9330514
NA,"Gallinago media","Gallinago media (Latham, 1787)",2481831,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Gallinago","Gallinago media","Gallinago media","(Latham, 1787) ",2481831,2481831
NA,"Gavia arctica","Gavia arctica (Linnaeus, 1758)",2481959,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia arctica","Gavia arctica","(Linnaeus, 1758) ",2481959,2481959
NA,"Gavia immer","Gavia immer (Brunnich, 1764)",2481962,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia immer","Gavia immer","(Brunnich, 1764) ",2481962,2481962
NA,"Gavia stellata","Gavia stellata (Pontoppidan, 1763)",2481958,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gaviiformes","Gaviidae","Gavia","Gavia stellata","Gavia stellata","(Pontoppidan, 1763) ",2481958,2481958
NA,"Gelochelidon nilotica (Sterna nilotica)","Gelochelidon nilotica nilotica",7192423,"EXACT",98,"ACCEPTED","SUBSPECIES","Animalia","Chordata","Aves","Charadriiformes","Laridae","Gelochelidon","Gelochelidon nilotica","Gelochelidon nilotica nilotica","",7192423,7192423
NA,"Glareola pratincola","Glareola pratincola (Linnaeus, 1766)",2480757,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Charadriiformes","Glareolidae","Glareola","Glareola pratincola","Glareola pratincola","(Linnaeus, 1766) ",2480757,2480757
NA,"Glaucidium passerinum","Glaucidium passerinum (Linnaeus, 1758)",5232162,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Strigiformes","Strigidae","Glaucidium","Glaucidium passerinum","Glaucidium passerinum","(Linnaeus, 1758) ",5232162,5232162
NA,"Grus grus","Grus grus (Linnaeus, 1758)",2474950,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Gruiformes","Gruidae","Grus","Grus grus","Grus grus","(Linnaeus, 1758) ",2474950,2474950
NA,"Gypaetus barbatus","Gypaetus barbatus (Linnaeus, 1758)",2480649,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gypaetus","Gypaetus barbatus","Gypaetus barbatus","(Linnaeus, 1758) ",2480649,2480649
NA,"Gyps fulvus","Gyps fulvus (Hablizl, 1783)",2480389,"EXACT",99,"ACCEPTED","SPECIES","Animalia","Chordata","Aves","Accipitriformes","Accipitridae","Gyps","Gyps fulvus","Gyps fulvus","(Hablizl, 1783) ",2480389,2480389
