acceptedUsageKey,totalOcc,scientificName,kingdom,phylum,class,order,family
5289808,1,Microstegium vimineum (Trin.) A.Camus,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae
5358460,1,Prosopis juliflora (Sw.) DC.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
1315391,2,Wasmannia auropunctata (Roger, 1863),Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae
8114276,2,Lespedeza cuneata (Dum.Cours.) G.Don,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
8979506,2,Faxonius rusticus (Girard, 1852),Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae
9799308,3,Lampropeltis getula (Linnaeus, 1766),Animalia,Chordata,Squamata,,Colubridae
3054399,4,Triadica sebifera (L.) Small,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae
2650436,6,Lygodium japonicum (Thunb.) Sw.,Plantae,Tracheophyta,Polypodiopsida,Schizaeales,Lygodiaceae
5035230,6,Solenopsis invicta Buren, 1972,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae
2433536,8,Nasua nasua (Linnaeus, 1766),Animalia,Chordata,Mammalia,Carnivora,Procyonidae
3086784,13,Parthenium hysterophorus L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
6063677,17,Gymnocoronis spilanthoides DC.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
4033648,19,Persicaria perfoliata (L.) H.Gross,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae
2486131,21,Pycnonotus cafer (Linnaeus, 1766),Animalia,Chordata,Aves,Passeriformes,Pycnonotidae
2437399,22,Callosciurus finlaysonii (Horsfield, 1823),Animalia,Chordata,Mammalia,Rodentia,Sciuridae
2702865,24,Ehrharta calycina Sm.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae
5219683,34,Sciurus niger Linnaeus, 1758,Animalia,Chordata,Mammalia,Rodentia,Sciuridae
3189935,53,Cardiospermum grandiflorum Sw.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae
2440934,57,Axis axis (Erxleben, 1777),Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
2706080,60,Andropogon virginicus L.,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae
5274863,146,Salvinia ×molesta D.S.Mitch.,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Salviniaceae
9442269,179,Procambarus virginalis Lyko, 2017,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae
5824863,219,Rugulopteryx okamurae (E.Y.Dawson) I.K.Hwang, W.J.Lee & H.S.Kim, 2009,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae
2984537,229,Humulus scandens (Lour.) Merr.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae
3084923,347,Alternanthera philoxeroides (Mart.) Griseb.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae
7287606,612,Hakea sericea Schrad. & J.C.Wendl.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae
5217334,639,Xenopus laevis (Daudin, 1802),Animalia,Chordata,Amphibia,Anura,Pipidae
2882443,662,Cabomba caroliniana A.Gray,Plantae,Tracheophyta,Magnoliopsida,Nymphaeales,Cabombaceae
8971201,704,Faxonius virilis (Hagen, 1870),Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae
2765942,780,Pontederia crassipes Mart.,Plantae,Tracheophyta,Liliopsida,Commelinales,Pontederiaceae
2437394,882,Callosciurus erythraeus (Pallas, 1779),Animalia,Chordata,Mammalia,Rodentia,Sciuridae
2870583,886,Pistia stratiotes L.,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae
2390064,1031,Perccottus glenii Dybowski, 1877,Animalia,Chordata,,Perciformes,Odontobutidae
5828232,1035,Cenchrus setaceus (Forssk.) Morrone,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae
5361762,1038,Myriophyllum heterophyllum Michx.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae
2489005,1161,Acridotheres tristis (Linnaeus, 1766),Animalia,Chordata,Aves,Passeriformes,Sturnidae
5712056,1175,Fundulus heteroclitus (Linnaeus, 1766),Animalia,Chordata,,Cyprinodontiformes,Fundulidae
2482499,1246,Corvus splendens Vieillot, 1817,Animalia,Chordata,Aves,Passeriformes,Corvidae
2978552,2183,Acacia saligna (Labill.) H.L.Wendl.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae
8848208,3191,Koenigia polystachya (Wall. ex Meisn.) T.M.Schust. & Reveal,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae
2865565,3371,Lagarosiphon major (Ridl.) Moss,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae
3628745,4283,Heracleum persicum Desf.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae
2502792,4627,Arthurdendyus triangulatus (Dendy, 1895),Animalia,Platyhelminthes,,Tricladida,Geoplanidae
2437450,4731,Tamias sibiricus (Laxmann, 1769),Animalia,Chordata,Mammalia,Rodentia,Sciuridae
3170247,5453,Asclepias syriaca L.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae
2350580,5478,Gambusia affinis (Baird & Girard, 1853),Animalia,Chordata,,Cyprinodontiformes,Poeciliidae
2350570,5807,Gambusia holbrooki Girard, 1859,Animalia,Chordata,,Cyprinodontiformes,Poeciliidae
5361785,6954,Myriophyllum aquaticum (Vell.) Verdc.,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Haloragaceae
2434552,8319,Nyctereutes procyonoides (Gray, 1834),Animalia,Chordata,Mammalia,Carnivora,Canidae
5420991,8990,Ludwigia peploides (Kunth) P.H.Raven,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae
3129663,10252,Baccharis halimifolia L.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae
2869311,11282,Lysichiton americanus Hultén & H.St.John,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae
2984306,14439,Gunnera tinctoria (Molina) Mirb.,Plantae,Tracheophyta,Magnoliopsida,Gunnerales,Gunneraceae
2480764,15212,Threskiornis aethiopicus (Latham, 1790),Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae
5421039,16500,Ludwigia grandiflora (Michx.) Greuter & Burdet,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae
7978544,16687,Hydrocotyle ranunculoides L.fil.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae
2225776,17879,Eriocheir sinensis H.Milne Edwards, 1853,Animalia,Arthropoda,Malacostraca,Decapoda,Varunidae
5218786,19995,Procyon lotor (Linnaeus, 1758),Animalia,Chordata,Mammalia,Carnivora,Procyonidae
2427091,20222,Lithobates catesbeianus (Shaw, 1802),Animalia,Chordata,Amphibia,Anura,Ranidae
2440946,22363,Muntiacus reevesi (Ogilby, 1839),Animalia,Chordata,Mammalia,Artiodactyla,Cervidae
3642949,24475,Heracleum sosnowskyi Manden.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae
2340977,26660,Ameiurus melas (Rafinesque, 1820),Animalia,Chordata,,Siluriformes,Ictaluridae
2227300,42460,Procambarus clarkii (Girard, 1852),Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae
8909595,47512,Faxonius limosus (Rafinesque, 1817),Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae
2498305,48955,Oxyura jamaicensis (J.F.Gmelin, 1789),Animalia,Chordata,Aves,Anseriformes,Anatidae
2443002,49672,Trachemys scripta (Thunberg In Schoepff, 1792),Animalia,Chordata,Testudines,,Emydidae
2362868,78082,Pseudorasbora parva (Temminck & Schlegel, 1846),Animalia,Chordata,,Cypriniformes,Cyprinidae
3190653,87939,Ailanthus altissima (Mill.) Swingle,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae
5329212,91143,Elodea nuttallii (Planch.) H.St.John,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae
4264680,94476,Myocastor coypus (Molina, 1782),Animalia,Chordata,Mammalia,Rodentia,Myocastoridae
2226990,95887,Pacifastacus leniusculus (Dana, 1852),Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae
2394486,127864,Lepomis gibbosus (Linnaeus, 1758),Animalia,Chordata,,Perciformes,Centrarchidae
3034825,144851,Heracleum mantegazzianum Sommier & Levier,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae
5219681,273789,Sciurus carolinensis Gmelin, 1788,Animalia,Chordata,Mammalia,Rodentia,Sciuridae
2891770,393728,Impatiens glandulifera Royle,Plantae,Tracheophyta,Magnoliopsida,Ericales,Balsaminaceae
5219858,613249,Ondatra zibethicus (Linnaeus, 1766),Animalia,Chordata,Mammalia,Rodentia,Cricetidae
2498252,1020034,Alopochen aegyptiaca (Linnaeus, 1766),Animalia,Chordata,Aves,Anseriformes,Anatidae
